1	0.846	0.835	0.857	23.2	0.5	0.5	0.5	0.5
2	0.97935	0.95846	1.00002	24	1	1	0	0
3	1	0.989	1.011	25.8	0.5	0.5	0.5	0.5
4	1.00959	0.99452	1.02456	24	2	2	20	20
5	1.03673	1.03552	1.03794	22	2	2	0	0
6	1.111	1.1	1.122	25.8	0.5	0.5	0.5	0.5
7	1.127	1.127	1.127	24	5	5	0	0
8	1.1681	1.1681	1.1681	25.2	0.8	0.8	0	0
9	1.20634	1.1876	1.22497	25	2	2	20	20
10	1.215	1.205	1.225	25.3	0.5	0.5	0.5	0.5
11	1.232	1.232	1.232	24.2	1.6	1.6	0	0
12	1.2814	1.2814	1.2814	25.1	0.8	0.8	0	0
13	1.29017	1.2877	1.29264	23	2	2	0	0
14	1.294	1.294	1.294	24.7	1	1	0	0
15	1.323	1.314	1.332	24.6	0.5	0.5	0.5	0.5
16	1.424	1.415	1.433	24.3	0.6	0.6	0.5	0.5
17	1.46329	1.43948	1.487	21	2	2	20	20
18	1.47516	1.35515	1.5924	24	3	3	0	0
19	1.531	1.52	1.542	24.1	0.5	0.5	0.5	0.5
20	1.628	1.628	1.628	26	3	3	0	0
21	1.66167	1.66167	1.66167	26.8	2.3	2.3	0	0
22	1.66167	1.64442	1.67887	24.8	0.9	0.9	0	0
23	1.687	1.675	1.699	24.7	0.5	0.5	0.5	0.5
24	1.69	1.69	1.69	28.2	2.1	2.1	0	0
25	1.69604	1.66741	1.72455	19	3	3	20	20
26	1.785	1.773	1.797	22.7	0.5	0.5	0.5	0.5
27	1.886	1.874	1.898	22.5	0.5	0.5	0.5	0.5
28	1.99	1.979	2.001	22.1	0.5	0.5	0.5	0.5
29	2.2	2.2	2.2	22.2	3.4	3.4	0	0
30	2.22883	2.22883	2.22883	19.86	0.73	0.64	0	0
31	2.8	2.8	2.8	16.3	1	1	3.5	3.5
32	2.80553	2.80553	2.80553	19.21	0.48	0.48	1.5	1.5
33	3	3	3	17.2	0.7	0.7	4	4
34	3.03662	3.01317	3.06006	17	3	3	15	15
35	3.65	3.65	3.65	15.2	0.6	0.6	4	4
36	3.67024	3.64081	3.69965	15.32	0.76	0.76	0	0
37	4	3.96	4.04	13.5	0.3	0.3	0	0
38	4.15	4.1	4.2	11.6	2.6	2.6	0	0
39	4.8	4.8	4.8	14.4	1.2	1.2	3.5	3.5
40	5	5	5	12.7	0.5	0.5	4	4
41	5.25517	5.21046	5.29986	10	2	2	15	15
42	5.52	5.51	5.53	11.99	0.25	0.25	0	0
43	5.96493	5.96493	5.96493	10	2.1	2.1	0	0
44	6	6	6	11.5	0.5	0.5	4	4
45	6.6	6.5901	6.6099	11.47	0.33	0.33	0	0
46	6.7999	6.7999	6.7999	11.79	0.22	0.22	0	0
47	6.8	6.8	6.8	10.6	0.6	0.6	3.5	3.5
48	6.92	6.845	6.995	11.4	0.5	0.5	0	0
49	7.0259	6.96385	7.08794	8	2	2	15	15
50	7.07634	7.07634	7.07634	9.7	1	1	0	0
51	7.07634	7.07634	7.07634	9.8	0.9	0.9	0	0
52	8.1	8	8.2	10.8	0.4	0.4	0	0
53	8.5	8.5	8.5	8.74	0.4	0.4	0	0
54	8.8	8.8	8.8	11.71	0.22	0.22	0	0
55	8.8	8.8	8.8	9.8	0.3	0.3	0	0
56	8.9	8.9	8.9	10.1	0.5	0.5	3.5	3.5
57	9	9	9	10.84	0.32	0.32	0	0
58	9.11008	9.10003	9.12013	10.8	0.8	0.8	0	0
59	9.3914	9.3914	9.3914	8.6	0.8	0.8	0	0
60	9.89388	9.89388	9.89388	10	3	3	0	0
61	9.9	9.801	9.999	10.2	0.5	0.5	15	15
62	10.01	10	10.02	10.2	0.6	0.6	0	0
63	10.8	10.8	10.8	11.04	0.22	0.22	0	0
64	10.9	10.9	10.9	9.9	0.5	0.5	3.5	3.5
65	12	12	12	9.87	0.23	0.23	0	0
66	12	12	12	9.85	0.2	0.2	0	0
67	12.1	12.1	12.1	10.4	1.7	1.7	0	0
68	12.8	12.8	12.8	10.89	0.3	0.3	0	0
69	13.2	13.2	13.2	8.87	0.29	0.29	3.5	3.5
70	14.8	14.8	14.8	10.48	0.32	0.32	0	0
71	14.90877	14.90877	14.90877	11	4	4	0	0
72	15	15	15	8.13	0.3	0.3	0	0
73	15.1	14.949	15.251	9.7	0.5	0.5	15	15
74	15.5	15.5	15.5	9.2	1.4	1.4	0	0
75	15.5	15.5	15.5	8.75	0.29	0.29	3.5	3.5
76	16.2	16.2	16.2	9.36	0.49	0.49	0	0
77	16.7	16.7	16.7	9.74	0.37	0.37	0	0
78	18.6	18.6	18.6	10.2	1.8	1.8	0	0
79	18.9	18.9	18.9	8.59	0.17	0.17	3.5	3.5
80	19	19	19	8.7	0.5	0.5	0	0
81	19.2	19.2	19.2	9.4	1.3	1.3	0	0
82	19.6	19.6	19.6	9.64	0.44	0.44	0	0
83	20	19.8	20.2	9	0.5	0.5	15	15
84	21.4	21.4	21.4	8	1.6	1.6	0	0
85	21.7	21.7	21.7	8.15	0.16	0.16	3.5	3.5
86	23.5	23.5	23.5	8.3	1.2	0.7	0	0
87	24	24	24	8.3	0.2	0.2	0	0
88	24.5	24.5	24.5	8.8	0.3	0.3	0	0
89	24.6	24.6	24.6	8.02	0.16	0.16	3.5	3.5
90	26.2	26.2	26.2	9.8	2.2	2.2	0	0
91	27.5	27.5	27.5	7.96	0.15	0.15	3.5	3.5
92	29.7	29.403	29.997	8.2	0.6	0.6	15	15
93	30	30	30	7.7	0.2	0.2	0	0
94	30.5	30.5	30.5	7.87	0.14	0.14	3.5	3.5
95	33.3	33.3	33.3	7.66	0.14	0.14	3.5	3.5
96	36.2	36.2	36.2	7.7	0.11	0.11	3.5	3.5
97	38	38	38	7.6	0.1	0.1	3.5	3.5
98	40.6	40.6	40.6	7.52	0.11	0.11	3.5	3.5
99	45.2	45.2	45.2	7.4	0.11	0.11	3.5	3.5
